,PERK,ATF6,XBP1S,RIDD,patient_id
35,-0.01553442944567293,0.0,0.09299434831584391,-0.04011393839887842,5771
36,-0.00970716086445212,0.0,0.09797908786138831,-0.017347263466304837,7821
37,-0.00959825262150343,0.0,0.1124594235771914,-0.031812334849628206,AAYU
38,-0.016216656904354254,0.0,0.08187324631995473,-0.03423636728664374,A8OK
39,-0.011690540867534238,0.0,0.09072611336925974,-0.022890023538835746,A9LZ
40,-0.012699279713958244,0.0,0.09193673173401867,-0.03493818613949484,A9LY
41,-0.006276939736175593,0.0,0.10363574872997491,-0.02426883661686365,A65B
42,-0.00896244221702829,0.0,0.10003840831611004,-0.0294435575812882,A8FN
43,-0.009327022647756932,0.0,0.10328241705222607,-0.03799942977494429,5531
44,-0.008339256601178745,0.0,0.0992560091653659,-0.028142655093289802,A9O9
45,-0.016777965141898932,0.0,0.07870009607610436,-0.02514021578406842,A9LB
46,-0.004954369921141342,0.0,0.07857859710238825,-0.016905597408556593,7789
47,-0.009545185071449486,0.0,0.09084498717043059,-0.01924427458010438,A8VT
48,-0.006300370772366908,0.0,0.10071973088520769,-0.0302186683734293,7775
49,-0.007468446887535659,0.0,0.09504378781587397,-0.036585993295773694,6361
50,-0.009743166628594972,0.0,0.10044739577933086,-0.03378632902287071,A9DQ
51,-0.009055955238481513,0.0,0.09666641049452321,-0.03797603765957399,A720
52,-0.008511543482671519,0.0,0.09308179649085821,-0.017528502514931755,7325
53,-0.011651696959079097,0.0,0.10148484722196124,-0.02313687541065255,A88K
54,-0.005643704538597583,0.0,0.10316268155286754,-0.026743623666751995,A8I6
55,-0.015040246504029905,0.0,0.11041434433768317,-0.021135284906382636,A83N
56,-0.008530647265893908,0.0,0.09977493175836631,-0.006483099566004824,A724
57,-0.011175108775392123,0.0,0.11698603732156516,-0.025490130149116576,5790
58,-0.012281968218663767,0.0,0.09192203202275392,-0.008298388301521485,A8ID
59,-0.010852217446804648,0.0,0.10159888462554198,-0.034072129788737665,7781
60,-0.009758029410751913,0.0,0.1095964188434794,-0.029837230005948543,6351
61,-0.008111735532177314,0.0,0.10621984302554544,-0.03125790992207929,A6M7
62,-0.010521666832178653,0.0,0.09519899344090015,-0.0381193146114929,A7NK
63,-0.008213668974547441,0.0,0.10313391072639487,-0.0326328116517062,A7NJ
64,-0.012582165183341666,0.0,0.09412344427805323,-0.024318335481270006,5765
65,-0.013156522434629524,0.0,0.10163390258371713,-0.021744970725759004,5754
66,-0.01621690742765541,0.0,0.0704044694293388,-0.03972204074644119,7079
67,-0.011198588859457157,0.0,0.101040497903764,-0.03298451900399533,7331
68,-0.011187516561301934,0.0,0.10437859125336804,-0.034126787858354955,7797
69,-0.010285183208647134,0.0,0.1066130379018986,-0.037462143868047734,5502
70,-0.014858559556745954,0.0,0.10545152086546988,-0.03689173081793246,A8WN
71,-0.01406142837983323,0.0,0.09835925298507389,-0.027950251055541938,7521
72,-0.013648151215573195,0.0,0.09665271908251928,-0.024187777542557617,7321
73,-0.007258949819469388,0.0,0.100220113527892,-0.022809076773122623,A83F
74,-0.011609348381497717,0.0,0.07778479366345722,-0.015479751877750976,8265
75,-0.010536927036066582,0.0,0.08336231865198875,-0.018270493879151032,6369
76,-0.006421553294548253,0.0,0.1002773717649367,-0.023663785698873535,A7B4
77,-0.006000624113306532,0.0,0.09354741079773816,-0.011241597803989086,A7F5
78,-0.013340596613661953,0.0,0.10459424995624222,-0.023167502326350307,A67S
79,-0.008673956375858617,0.0,0.11244104197042315,-0.023526004991883575,6363
80,-0.007571519898595274,0.0,0.08782080981143861,-0.037415380032970104,A6G1
81,-0.006421614904018569,0.0,0.08457733684760332,-0.03100101904212732,A8WV
82,-0.013741278465117789,0.0,0.09034771350481989,-0.0341459383923923,A67R
83,-0.010096788481585066,0.0,0.09963900718081191,-0.021483023724368312,A88Q
84,-0.012594388322104438,0.0,0.10043316301421332,-0.03228652526469292,A8SI
85,-0.007247802327010686,0.0,0.10033178968295736,-0.033540669335956695,5524
86,-0.010257378687063055,0.0,0.10381906842590581,-0.025834148292779177,A8TT
87,-0.010420973290483517,0.0,0.1140285987278927,-0.03161110192291337,5497
88,-0.009127778670161018,0.0,0.08354764265696936,-0.03739150782546662,6365
89,-0.015469458074149397,0.0,0.10118906910717847,-0.02393341693634404,AAU2
90,-0.008630417214348577,0.0,0.07734671504643234,-0.046729360910524535,A88I
91,-0.009830315479337326,0.0,0.0789264054319585,-0.010625772040730027,A8TA
92,-0.012054646482016379,0.0,0.10282894192058047,-0.0171574184474165,A8CY
93,-0.012922727665958075,0.0,0.0977717714579131,-0.029616360393823767,A6AS
94,-0.004541718991981225,0.0,0.07581006066527357,-0.02629736852307758,A52E
95,-0.00965702488785167,0.0,0.10738932195899484,-0.021320049550514773,7230
96,-0.010641749300776174,0.0,0.09425640663642115,-0.028540608852524872,A8I9
97,-0.011173948665129694,0.0,0.10758414989805064,-0.028604975820267605,7233
98,-0.006415541702534247,0.0,0.09758364540959846,-0.031679162784811615,8474
99,-0.005240175011921809,0.0,0.09965351621334281,-0.03465661266390936,7081
100,-0.007483860506931796,0.0,0.1057845868847948,-0.01933541847530517,A5A1
101,-0.011804447580792193,0.0,0.10726597538216105,-0.02645092222617637,5768
102,-0.0067354264842207825,0.0,0.08958125479235933,-0.020920436505845602,6366
103,-0.008946416753741243,0.0,0.10320585105760659,-0.02019400539850504,AAYF
104,-0.011390946301247169,0.0,0.0834145147925232,-0.02968014608790713,A67Q
105,-0.012090778129015291,0.0,0.10120573309260116,-0.026854678824088575,5746
106,-0.005399900838400013,0.0,0.0973533518223959,-0.020078917606628794,A48F
107,-0.006304475884570041,0.0,0.09489431130665735,-0.017694135162983363,A7AQ
108,-0.011160156943676083,0.0,0.09782727277454673,-0.015668371434115036,A67N
109,-0.011449419414536938,0.0,0.10021625514279218,-0.024652293409624465,6499
110,-0.013141089791656149,0.0,0.11180246952690939,-0.030275915414444885,8200
111,-0.016469630006123035,0.0,0.11065516360895034,-0.032584116466789936,7748
112,-0.007576433639211555,0.0,0.0828633981324737,-0.024603859326471505,5519
113,-0.009138716312437914,0.0,0.06928222723314946,-0.027707832722593355,6379
114,-0.018128201754788686,0.0,0.10889621674307236,-0.033518851856592084,5745
115,-0.004828480945873284,0.0,0.10887418749832832,-0.02554055843819359,7525
116,-0.016161439302932942,0.0,0.11209843233458139,-0.03675829007038094,5738
117,-0.005167324133619753,0.0,0.08123506821623716,-0.007437295584666109,A6HD
118,-0.007293366344232096,0.0,0.09044887852777815,-0.03009842236398924,5499
119,-0.009017810712321099,0.0,0.10035482837224019,-0.02002346266063224,A8SL
120,-0.005399623544786174,0.0,0.08792096840932113,-0.03239520923547185,A67M
121,-0.013590589265043484,0.0,0.10139439555678947,-0.03399257492300744,AB27
122,-0.007078952530170654,0.0,0.11181952554727541,-0.028703956654442288,5542
123,-0.005333948028484231,0.0,0.0832451667217857,-0.008111831714661084,A4JI
124,-0.008736127955674987,0.0,0.08924947407644258,-0.028231656345160443,A8W3
125,-0.009882116975969017,0.0,0.07557551453003424,-0.03019583240781265,A67O
126,-0.01349814131582379,0.0,0.09746238327978009,-0.01878854156993013,A88O
127,-0.007763790959041055,0.0,0.09380646611978823,-0.038517416234371396,A8MU
128,-0.007792134344428215,0.0,0.07806436543668341,-0.034436796018666685,6329
129,-0.008531974030381115,0.0,0.10164824776898873,-0.03533573037183719,7115
130,-0.006729591839697168,0.0,0.09989716451939243,-0.00999536811567233,A7AU
131,-0.006768553347355234,0.0,0.09592356763002309,-0.01557275924878342,A8IA
132,-0.009457688712974203,0.0,0.09743426210687736,-0.030622932868668767,8260
133,-0.014978815912398004,0.0,0.09867687241385001,-0.02918790733579562,8258
134,-0.009195961949706314,0.0,0.09611924427605308,-0.030379065356377258,A7AV
135,-0.008502573830859658,0.0,0.1008210897721879,-0.022090855942846245,5525
136,-0.009522777866747463,0.0,0.09644669876125204,-0.015307416961262147,A8IF
137,-0.005810082426666081,0.0,0.1020799294705404,-0.028097368333915837,A6E5
138,-0.018555670256545795,0.0,0.09113226508337087,-0.04083716142680576,A9MC
139,-0.006486178430485761,0.0,0.09125725796801686,-0.028551637662689706,7171
140,-0.006275005492349667,0.0,0.09108061137953335,-0.01795285859562712,A9WL
141,-0.014318653572287407,0.0,0.09614306158331204,-0.023910566943569356,A8QX
142,-0.015653795193290396,0.0,0.0881893475105823,-0.045029862764951224,7740
143,-0.006355053798574949,0.0,0.10785437242305286,-0.029729549577924168,7788
144,-0.013988111626788025,0.0,0.07820875760648861,-0.04632374074471768,A46H
145,-0.0051154046479200115,0.0,0.094783575920049,-0.026979401630852086,AAJR
146,-0.008866675902140577,0.0,0.11134568143974871,-0.016565797677242762,7212
147,-0.01627740683330431,0.0,0.08915566289323718,-0.029238949739936453,AA1N
148,-0.011274501480122018,0.0,0.08532325916561728,-0.024379324899557853,A59X
149,-0.015686068393929768,0.0,0.07339798708907136,-0.03333633905838092,A9N3
150,-0.004203727944423771,0.0,0.08506875799345455,-0.008547243735694121,A46F
151,-0.010298365346106736,0.0,0.09583095622602102,-0.01368363088413016,A8TV
152,-0.008093224911094939,0.0,0.0872883447787885,-0.016197969402301594,A6AO
153,-0.010767205930845927,0.0,0.10166856545937197,-0.029009236504684843,7786
154,-0.011479288968383822,0.0,0.10265283617503906,-0.03781241054327814,7708
155,-0.008354570778940112,0.0,0.09351330901545364,-0.02252936869252922,A8CP
156,-0.00826659964910072,0.0,0.09375010264847271,-0.03419036963016582,8198
157,-0.012457156494327657,0.0,0.07052233291762477,-0.01130224637456106,A6IL
158,-0.00573204816804274,0.0,0.09320032126971503,-0.039273461829405894,6353
159,-0.008554987121795374,0.0,0.11414636369279202,-0.023425959919912503,6371
160,-0.017885416415306846,0.0,0.0933579925425231,-0.03292414847140222,7210
161,-0.009020671716179925,0.0,0.09588579692671062,-0.024482226166050745,A8WW
162,-0.015377298607553798,0.0,0.08868413004981916,-0.027024997697107152,A9L1
163,-0.008542391220944096,0.0,0.09440947293837049,-0.02711591229846664,A7F6
164,-0.011169881940999677,0.0,0.10319729183332596,-0.03571509785931245,5508
165,-0.012392641907840257,0.0,0.09658284043515801,-0.020118216948796477,AAJA
166,-0.006400478649242903,0.0,0.08179323564182969,-0.029163264705314412,A52B
167,-0.015947106412482783,0.0,0.09738797208054244,-0.03285214586141797,5763
168,-0.008378611522353984,0.0,0.08562219347029446,-0.03962310386820164,A9ZR
169,-0.006488825874637778,0.0,0.08761464609028702,-0.023157424699301165,6343
170,-0.012040094417781895,0.0,0.09188291793819232,-0.027968275859266232,7519
171,-0.0051052719038261335,0.0,0.09233188693203244,-0.027790587464591784,A875
172,-0.011801969963950668,0.0,0.09088684488680132,-0.04139846439471646,A76W
173,-0.009625704484827613,0.0,0.10113441053485832,-0.032184445885339634,5532
174,-0.005052702332532152,0.0,0.09165398723540549,-0.0183704077188414,A631
175,-0.007185946568649114,0.0,0.10696870973262626,-0.0243916821577502,A88R
176,-0.006542106644459181,0.0,0.08997157690783414,-0.026197436963802966,8261
177,-0.011797517664819002,0.0,0.10318481496415122,-0.03311265951633857,5527
178,-0.009285958750235425,0.0,0.09320856083658684,-0.03377038328661959,5506
179,-0.008835586134824809,0.0,0.09979143759633292,-0.037693447228017346,A8MK
180,-0.01133347044494392,0.0,0.09198516330978787,-0.03307473162691249,A8CK
181,-0.007343247467421676,0.0,0.10940281222401914,-0.033277938071338435,A8FO
182,-0.007701708481064349,0.0,0.10072652429730021,-0.036122709182607154,6356
183,-0.01414925533618016,0.0,0.1003852222828157,-0.03313847558515572,A8WL
184,-0.007112903694385491,0.0,0.10893733541741356,-0.02382937248428966,A59Y
185,-0.010271706419047927,0.0,0.09845460392234374,-0.031946103301363216,6342
186,-0.005374691502937088,0.0,0.10918307883667429,-0.015435910702510689,6332
187,-0.005823201829473592,0.0,0.10761336421666899,-0.021792142544137187,A6HY
188,-0.005814990866317803,0.0,0.09590879284625167,-0.025802031129107287,8261
189,-0.014952673025531075,0.0,0.10824989115921989,-0.02970819098829027,A8I5
190,-0.004749994541367704,0.0,0.0929979065216562,-0.02323432754022401,A632
191,-0.006823073070451368,0.0,0.09791427516448939,-0.021171793271427226,AAJP
192,-0.010208111717516925,0.0,0.05493298157304843,-0.029094814845681424,A9M4
193,-0.01289535093152524,0.0,0.10629636879611624,-0.02099677390538367,5772
194,-0.00829335786947945,0.0,0.09130015137324607,-0.03171962672614747,5510
195,-0.008236528767654672,0.0,0.08173970277362486,-0.03318552539069738,6378
196,-0.008075081818794645,0.0,0.10066662826557275,-0.02873693807443114,A9Z7
197,-0.01278957878802478,0.0,0.09903498524009764,-0.021605280414898755,A8S8
198,-0.011321852817843802,0.0,0.1125412832266528,-0.014662472150432232,A65J
199,-0.008653148232076774,0.0,0.10296000065111678,-0.03379502966620913,A83K
200,-0.005839158977387074,0.0,0.10427736154501935,-0.021564482598153335,A7NF
201,-0.013925567488149562,0.0,0.0875033505548632,-0.04132844985163652,6370
202,-0.005589011562456356,0.0,0.10329570976277964,-0.022486442395550983,A9S0
203,-0.006801273307593679,0.0,0.09587380593867698,-0.036219519686372825,A9Z8
204,-0.011147170733264026,0.0,0.10781800589330562,-0.02437982602861901,8469
205,-0.005566723208542704,0.0,0.0807294339040592,-0.0048329997643830275,A8S9
206,-0.016540819686340705,0.0,0.08166502773312798,-0.03332974063379466,A9LU
207,-0.01452169234752673,0.0,0.09237045495743675,-0.0355582030988777,A8QZ
208,-0.01603124962004788,0.0,0.0978110789682568,-0.03276801624962653,A8D1
209,-0.011621485628327405,0.0,0.09788629888435564,-0.039334782517496204,6367
210,-0.011681943744263835,0.0,0.10174397314384909,-0.028063526728050278,8470
211,-0.011222252997763029,0.0,0.10065613789795813,-0.032904380209669036,A6E3
212,-0.007518565294404275,0.0,0.09297278934544265,-0.036122709182607154,A9WY
213,-0.005245123522457893,0.0,0.0769268392304061,-0.008544590581270302,A6E8
214,-0.005124856906486843,0.0,0.1026111582372364,-0.03468361580668652,7793
215,-0.010677392447948665,0.0,0.10084807451894812,-0.026589181588863028,7747
216,-0.01261665920264003,0.0,0.10276773864004723,-0.03422266986534116,7522
217,-0.01781277264091525,0.0,0.10196073521335046,-0.02446617273487637,7211
218,-0.008604128855612122,0.0,0.09445976252875898,-0.03533683556861451,A9DK
219,-0.014436982386920299,0.0,0.09697614292867437,-0.030455461387307703,A88L
220,-0.009461568062548735,0.0,0.09551555269515175,-0.03033535259764021,A872
221,-0.01399245736599942,0.0,0.10267785554067119,-0.03355930026717153,8468
222,-0.013088289093681673,0.0,0.10754382402439781,-0.031198216675854373,7509
223,-0.008526480094356895,0.0,0.0985978615600929,-0.035553621581510104,5512
224,-0.016035595649223112,0.0,0.09290714838346192,-0.03914487734763327,7740
225,-0.003829434880086144,0.0,0.07055646730617558,-0.011622298010988557,7752
226,-0.009780528114561137,0.0,0.09130821808356526,-0.026477458876053465,8265
227,-0.005991080776401468,0.0,0.10467901903907166,-0.008714101033220723,A52D
228,-0.017879082144819154,0.0,0.10215663203200886,-0.030232128573640573,A7E7
229,-0.012469968053539424,0.0,0.09856483463420067,-0.028905400783857595,5514
230,-0.01585258922019724,0.0,0.09804346155548757,-0.033071323486824684,A6G3
231,-0.015596412729555685,0.0,0.10244761128046292,-0.027784190512889738,5764
232,-0.012055064624528286,0.0,0.08995583041989855,-0.02992215334203223,A7B2
233,-0.01574633354880778,0.0,0.10315720232669842,-0.029790737297133347,6333
234,-0.010052376220635179,0.0,0.08611312658294482,-0.03116007146818416,A46G
235,-0.009942397913622114,0.0,0.09546931775885086,-0.035233744176503476,A8I7
236,-0.012552064114181015,0.0,0.08708960831311088,-0.01743945886758971,A9S4
237,-0.010433330666150476,0.0,0.0886588150709982,-0.0399997470139327,A9L6
238,-0.011640898691000745,0.0,0.06861485440713073,-0.04007814488598629,A9DI
239,-0.007739721424667322,0.0,0.09484431492600287,-0.036267621325302174,AAJU
240,-0.0041286098660710336,0.0,0.09679551988344044,-0.010453419940786747,AAIW
241,-0.010526112253409464,0.0,0.09609978688072054,-0.020275154454093954,5751
242,-0.011039400723466378,0.0,0.1052140246048442,-0.026348213055407566,A8IL
243,-0.007528755937685215,0.0,0.10317832390758401,-0.017686223490299125,A6AL
244,-0.008305478727498598,0.0,0.09558854602991546,-0.021248644070231675,7218
245,-0.0024090339713722683,0.0,0.09393474566218624,-0.02261913452653084,A6BY
246,-0.007536891248604523,0.0,0.10782443334622316,-0.023094571477703954,7744
247,-0.005187539732579818,0.0,0.08769973751129473,-0.010713345652489208,A8IK
248,-0.007917571072295735,0.0,0.09657670444309936,-0.024717338909338107,6339
249,-0.009233775841065795,0.0,0.09186412843156073,-0.03915647846324376,A8FP
250,-0.0052053021975364015,0.0,0.09697137541797725,-0.013255030179669006,A8FS
251,-0.008404424517748369,0.0,0.09576577944755774,-0.016899068530477637,A6E2
252,-0.010275142837407996,0.0,0.0870781432995748,-0.026165753290774647,A4ZV
253,-0.010672374908541858,0.0,0.09742386165115811,-0.027301868191816816,6336
254,-0.008476036780641025,0.0,0.10337088100029979,-0.016605701849894575,A725
255,-0.011926445887696082,0.0,0.10261223284979874,-0.03544895757179588,A8MJ
256,-0.011533587809201834,0.0,0.09768953958418787,-0.018563280030208806,A6E1
257,-0.005390620830098288,0.0,0.10827869452452876,-0.015652691971903727,5788
258,-0.006477448730776719,0.0,0.10849308430299862,-0.015484204933783167,7080
259,-0.012358214996677353,0.0,0.10633163868326045,-0.03437707124101012,5794
260,-0.015087029383559625,0.0,0.09850087179690668,-0.03382674875177411,A9WX
261,-0.004701710683856744,0.0,0.06506357300586109,-0.033124563438303,A8O0
262,-0.011978909118565672,0.0,0.0905172972336214,-0.037357160051632074,7783
263,-0.008526933403737875,0.0,0.09824391356151511,-0.037817568803949174,5503
264,-0.00939788613298136,0.0,0.08181762344944617,-0.026920403410462517,6373
265,-0.012830889045328501,0.0,0.10857453038352399,-0.028157340292413055,A67T
266,-0.007195740323724221,0.0,0.06931931870435165,-0.014159838298157373,A6IN
267,-0.009911804210730443,0.0,0.10250495221823828,-0.0234302925114168,5740
268,-0.013113344215904127,0.0,0.11427991510888955,-0.012421911358399733,A8II
269,-0.011326746507550039,0.0,0.09123056578785697,-0.022444006240255113,A9L5
270,-0.016429535231604644,0.0,0.09783177236709135,-0.02771532421263748,5737
271,-0.008896885942971448,0.0,0.09057475630642933,-0.03512201045737658,A8SB
272,-0.007576587272301155,0.0,0.09608267850918756,-0.030400130026838078,A9Z9
273,-0.005730017595179767,0.0,0.11393545709759571,-0.027005372046960602,7820
274,-0.013201704212823271,0.0,0.1012133365414453,-0.025919754475047584,5494
275,-0.008110114601292254,0.0,0.0773134534036677,-0.047562342462737876,A6BX
276,-0.015864226864700293,0.0,0.1047649147951089,-0.02327246535844836,5744
277,-0.007186691304862038,0.0,0.09383659385128996,-0.022047465749080047,A8SC
278,-0.008347025609364426,0.0,0.09598907780935739,-0.0373550721003849,5509
279,-0.012143636440917394,0.0,0.09594535663325428,-0.02950700802882098,A8TB
280,-0.015992911635580108,0.0,0.10262934121546,-0.03694716679577696,7330
281,-0.010105783028211336,0.0,0.09673141739761393,-0.031430599234581295,A9ZG
282,-0.014509238812873535,0.0,0.09600695676251698,-0.023811533460493774,A83I
283,-0.00476888693851793,0.0,0.09872014854821767,-0.022438747848301646,A6AQ
284,-0.010533827979594916,0.0,0.09221207707974739,-0.03835187629815166,5792
285,-0.01721971554864781,0.0,0.08588007538785583,-0.032487002653070834,A9L4
286,-0.009784242742811122,0.0,0.09920519971105829,-0.021888299606210488,A8SR
287,-0.006133641614591633,0.0,0.10246881040329925,-0.030844319267600527,5521
288,-0.006260244840881925,0.0,0.11150017878494987,-0.020441026762490253,8256
289,-0.012142182590722578,0.0,0.09681332913230875,-0.03901342355566136,7791
290,-0.009670398161108406,0.0,0.08874972717197532,-0.04122570890684461,A8HJ
291,-0.012486955864721185,0.0,0.10164538044269411,-0.030808925307040762,8472
292,-0.009254662923833546,0.0,0.09145826915923803,-0.02382312083215957,A8SO
293,-0.01126625526407311,0.0,0.0846908932359427,-0.022791542431377165,A8MF
294,-0.009094261201992146,0.0,0.07801128126011367,-0.046463664157502575,7523
295,-0.012750137201861139,0.0,0.09571385267163934,-0.03170430176326121,A8IC
296,-0.014526244517172228,0.0,0.08533373767146944,-0.04050222467953905,A8SK
297,-0.00571624032502971,0.0,0.08834325193460087,-0.02809293732267256,A7NM
298,-0.008444583848807393,0.0,0.08382556579077038,-0.03752079958779748,A8I4
299,-0.016865459920609744,0.0,0.09470415849628684,-0.03849905372912232,AATV
300,-0.008684020035425379,0.0,0.10350910370340075,-0.03319868236276319,A9ZK
301,-0.007332318250644246,0.0,0.1076092153176093,-0.027118990492425485,5505
302,-0.006469983236760871,0.0,0.10620858441264172,-0.02345477233592173,7231
303,-0.010956667520986833,0.0,0.0891666592451186,-0.032914825223611395,A4BV
304,-0.013231798042461744,0.0,0.080088285844152,-0.029211464508829745,A6HX
305,-0.01674402296850882,0.0,0.0740979302547098,-0.0364374982806749,A9O7
306,-0.012234016444065174,0.0,0.10778142028863488,-0.029204213381931347,5518
307,-0.0072646002027012095,0.0,0.09028076269261222,-0.023837424170460794,A9TH
308,-0.018884870746210407,0.0,0.10211687356388612,-0.01713083685135459,5753
309,-0.008983761339465912,0.0,0.1068280315695953,-0.027868789234674864,7749
310,-0.015029630655097366,0.0,0.1000548548123447,-0.022873853391073364,A8IJ
311,-0.015784949485842664,0.0,0.10855177053622182,-0.02664542557661767,A87H
312,-0.005801512521263062,0.0,0.050221840273757014,-0.03475206087597703,7169
313,-0.008687380590578981,0.0,0.08927046376577046,-0.021338709366669893,A9OQ
314,-0.006103837292211661,0.0,0.08467549092281883,-0.017237823139890144,A8ZI
315,-0.009873438449560647,0.0,0.1095101845925052,-0.03188190957083954,7818
316,-0.008005841732064365,0.0,0.08709454954354151,-0.03398671195519305,A8CM
317,-0.019714433893944918,0.0,0.1069230828769905,-0.02416888906021082,A83J
318,-0.007589884635975951,0.0,0.09702689952410513,-0.02118993135951384,A67L
319,-0.008100872701149862,0.0,0.09268650166070644,-0.02792671347845284,6494
320,-0.008647041149820156,0.0,0.1033464000404926,-0.034344895355920654,7742
321,-0.007844575283920225,0.0,0.09837542758739808,-0.02954746758400615,A721
322,-0.009406196742999157,0.0,0.07677231221999539,-0.040175735404370916,A9LS
323,-0.006891273422261318,0.0,0.09976170505585184,-0.032251256004533116,A46D
324,-0.007899633982848596,0.0,0.10447509869038396,-0.024622522141918245,5496
325,-0.0045617572754477,0.0,0.10183834424871441,-0.03573597440393155,7315
326,-0.00837813384260778,0.0,0.09351587319446839,-0.03536988991822553,A8MG
327,-0.00648772276166768,0.0,0.0944164949474345,-0.03134296081323586,A7NH
328,-0.011832601323499213,0.0,0.06697254623358113,-0.022291275218700758,A6IM
329,-0.011175784003954943,0.0,0.10249011492203121,-0.007273840656003392,A943
330,-0.01245631866564272,0.0,0.08581364582850333,-0.02198294695406985,8265
331,-0.005560880985331663,0.0,0.08978503166989475,-0.02375261883245428,A87D
332,-0.008752946064955995,0.0,0.0939970804462431,-0.02318142309560372,8216
333,-0.008304886465092372,0.0,0.09995544785675897,-0.016809480754223137,A88N
334,-0.006064419422477671,0.0,0.10751564704228209,-0.017430269174067353,A87K
335,-0.014500662882769858,0.0,0.10035419740094623,-0.028214725667539214,7125
336,-0.014298875029303831,0.0,0.09495268812287135,-0.03187210230686167,7510
337,-0.0078079576880161735,0.0,0.09726170928078182,-0.021780520363626075,8257
338,-0.008798381818366471,0.0,0.1100524971816022,-0.028871149712177285,7782
339,-0.0099663757205001,0.0,0.07453634950674305,-0.025117550536337387,A8KQ
340,-0.009441097947578695,0.0,0.10218851436748698,-0.01759543626092059,A65G
341,-0.006040423660770364,0.0,0.09810168870793208,-0.033956491992086446,A46B
342,-0.009470367061287321,0.0,0.0967025306907531,-0.03453639211618607,A7B1
343,-0.010743009812586463,0.0,0.08591306156054551,-0.031434905120582106,A8IG
344,-0.006568758600044476,0.0,0.08434612368975715,-0.029067170721947966,A7B0
345,-0.010461060458083035,0.0,0.09765905794203494,-0.031959199230158566,5526
346,-0.00603057320053995,0.0,0.11063263719982737,-0.031824594592651266,5511
347,-0.017818544079960995,0.0,0.1090729458188792,-0.022959246002906712,5766
348,-0.011971301124234598,0.0,0.10209964997192665,-0.020513141033524925,A876
349,-0.009186446032384395,0.0,0.09006912639983114,-0.03180828043185509,A8QY
350,-0.01073828110348942,0.0,0.08968931774219673,-0.03367640127644128,8266
351,-0.009490145907408338,0.0,0.1025468223683402,-0.037652537729650944,A879
352,-0.010951508362251063,0.0,0.08061917321248613,-0.031228007777934604,A8SJ
353,-0.013915974143617704,0.0,0.09940342615424187,-0.027982649911082114,A7F3
354,-0.00987086688142116,0.0,0.09544962015044638,-0.03207583219314645,A7NN
355,-0.009240814539863267,0.0,0.08075792983143402,-0.03573510637657806,AAJT
