"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"ARFGAP1",157,824,21,254,785,255,419,536,320,400,288,251,763,559,395,495,817,12,34,795,834,443,445,703,15,526,16,272,272,381,372,414,0,347,960,898,87,626,132,176,839,346,135,339,241,196,214,23,486,658,21,537,180,772,251,380,237,128
"DNAJB9",575,405,715,57,385,934,115,735,541,312,547,399,641,5,116,55,127,777,554,299,273,139,125,927,444,397,837,508,918,25,59,61,347,0,85,225,278,125,743,48,695,660,462,741,372,328,447,867,200,78,721,177,367,67,614,796,96,935
"SULT1A3",12,466,664,881,672,768,319,170,566,23,384,941,698,1,21,669,419,413,641,108,283,744,306,915,832,405,722,341,246,654,974,160,960,85,0,438,621,182,171,11,25,756,18,838,299,165,127,561,573,281,46,377,470,157,786,472,954,594
"DNAJC3",108,587,179,463,907,624,311,602,889,626,192,337,719,812,798,452,682,250,55,411,701,176,43,534,242,37,278,523,829,761,170,189,898,225,438,0,271,817,722,271,205,618,712,953,697,360,476,530,799,688,860,446,334,594,498,388,77,817
"SERP1",507,573,743,332,442,448,173,512,763,131,746,484,81,874,603,87,660,966,305,852,111,759,226,428,961,385,719,306,819,791,706,598,87,278,621,271,0,287,779,278,865,117,411,329,851,160,749,647,888,944,755,584,199,245,120,512,219,153
"IGFBP1",361,173,190,110,311,706,90,711,111,377,34,924,711,93,898,154,585,117,942,276,274,411,490,795,541,651,342,412,294,472,273,324,626,125,182,817,287,0,440,8,829,112,492,407,229,679,19,991,511,473,82,834,139,360,312,567,614,166
"YIF1A",916,404,42,51,863,32,172,433,13,11,17,461,765,558,36,541,170,35,26,952,938,9,264,916,3,978,702,668,270,625,802,111,132,743,171,722,779,440,0,179,814,9,601,197,46,125,32,806,262,546,0,554,629,445,630,328,277,386
"ZBTB17",861,78,902,727,18,445,503,580,901,85,362,456,81,763,55,7,901,429,27,391,857,595,400,55,860,346,427,10,892,582,396,91,176,48,11,271,278,8,179,0,925,421,741,999,215,361,97,817,457,185,932,805,32,60,11,575,653,306
"LMNA",780,430,660,324,165,949,120,914,387,506,766,124,695,596,907,417,978,186,927,230,455,395,444,663,244,337,168,91,787,140,846,370,839,695,25,205,865,829,814,925,0,323,239,593,509,380,428,23,633,427,602,851,856,673,173,979,712,9
"WFS1",679,70,164,932,881,14,58,776,350,16,374,619,723,220,347,668,13,532,57,600,686,383,427,304,10,876,242,391,5,221,309,190,346,660,756,618,117,112,9,421,323,0,86,642,210,31,276,698,938,816,174,5,318,196,726,561,26,904
