"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"XBP1",23,863,827,32,711,1,0,165,5,259,0,240,0,2,36,0,0,222,460,538,91,29,4,0,0,544,652,79,79,2,0,0,8,386,182,2,0,90,788,364,3,2,0,0,0,0,0,0,25,0,99,45,623,871,78,0,0,945
"HERPUD1",24,378,3,1,493,204,547,39,31,37,422,219,2,0,8,167,384,209,24,849,5,217,3,461,237,552,70,512,620,976,0,212,43,822,512,443,290,279,825,667,573,36,213,33,145,830,171,9,634,241,90,374,552,903,195,261,0,409
"DCTN1",7,630,1,1,775,365,11,99,853,625,0,808,36,8,0,363,390,790,850,798,223,512,456,127,362,208,68,718,508,442,478,259,174,882,14,859,21,927,4,51,147,162,447,683,113,67,0,280,107,671,18,29,819,767,851,348,40,197
"SRPRB",93,907,315,246,135,50,304,151,3,377,63,82,0,167,363,0,15,48,679,20,922,229,875,919,789,639,0,534,3,66,750,229,0,0,396,16,355,544,704,99,884,10,468,424,270,363,671,788,953,0,51,705,772,616,556,124,0,0
"HSPA5",86,553,860,232,82,1,134,377,16,286,438,445,0,384,390,15,0,29,596,77,153,530,262,170,898,261,470,899,2,86,142,995,4,0,552,3,0,507,840,819,551,211,904,642,1,5,143,796,904,0,724,105,803,154,784,124,0,16
"DDX11",502,84,0,0,1,0,11,0,0,354,19,302,222,209,790,48,29,0,700,7,2,673,671,183,696,701,288,9,0,2,792,618,28,88,271,398,845,680,790,222,958,9,760,666,2,23,787,243,435,393,923,90,88,371,450,967,4,449
"TATDN2",935,17,191,1000,110,984,27,492,882,1,915,667,460,24,850,679,596,700,0,45,752,328,98,239,111,102,495,46,57,70,318,21,972,6,292,63,40,433,371,436,726,885,702,694,589,621,487,715,176,52,407,806,434,297,977,591,5,782
"SYVN1",13,686,962,52,56,19,26,260,282,781,278,510,538,849,798,20,77,7,45,0,199,243,103,0,35,492,225,144,686,916,13,21,36,965,384,7,8,620,1,710,888,131,60,161,35,0,308,0,43,1,478,429,735,370,176,8,0,142
"DNAJB11",748,180,719,408,459,157,21,499,523,804,0,2,91,5,223,922,153,2,752,199,0,57,122,121,190,721,685,415,644,1,570,44,768,0,739,32,866,794,333,854,651,452,34,281,710,223,861,488,673,286,520,378,573,328,484,858,514,0
"EXTL1",67,834,80,39,743,84,32,845,889,225,28,55,29,217,512,229,530,673,328,243,57,0,260,456,874,182,624,942,756,210,17,46,763,999,17,889,69,204,14,41,878,86,2,145,645,953,0,428,863,393,6,256,293,590,842,76,297,841
"ATP6V0D1",252,453,435,883,657,20,129,58,572,17,0,109,4,3,456,875,262,671,98,103,122,260,0,653,8,973,747,225,154,8,74,126,342,859,708,448,127,567,1,205,75,224,692,477,0,317,100,6,12,14,2,73,59,965,65,283,1,160
"HDGF",134,818,126,22,1,397,69,162,982,79,188,35,0,461,127,919,170,183,239,0,121,456,653,0,124,257,338,24,721,0,73,163,531,20,95,976,6,63,23,164,623,0,701,321,581,351,56,225,172,639,171,173,0,394,110,565,76,0
