"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"DCTN1",137,116,778,4,850,473,541,189,306,70,492,11,727,395,0,552,863,12,287,529,315,996,468,362,119,262,877,135,15,484,703,393,90,653,306,133,952,626,429,303,458,314,211,649,461,748,152,902,350,595,431,969,176,424,175,997,495,541
"SRPRB",360,233,494,514,257,13,788,903,53,2,130,905,35,327,552,0,372,927,250,398,29,888,295,898,92,160,249,104,159,40,115,225,373,218,189,673,14,234,39,79,14,184,332,546,0,438,379,75,669,842,293,10,396,103,125,694,201,13
"HSPA5",368,200,5,105,859,31,465,414,10,592,240,768,29,870,863,372,0,524,581,187,78,750,876,869,161,667,218,45,66,107,35,281,555,871,244,590,26,524,3,2,185,75,127,482,189,581,318,132,124,637,22,18,690,352,171,353,266,111
"DDX11",577,988,185,3,86,27,17,302,3,44,20,19,981,786,12,927,524,0,102,9,28,733,296,83,384,346,832,0,22,824,208,41,2,929,14,45,218,443,23,1,6,518,83,472,2,29,6,748,41,623,6,0,23,347,238,408,168,556
"TATDN2",174,231,299,107,947,270,88,558,17,403,264,11,661,31,287,250,581,102,0,257,708,553,650,22,65,379,899,49,771,441,548,16,2,574,936,34,680,115,539,4,21,761,242,912,290,214,97,453,143,160,23,70,635,160,375,412,114,780
"SYVN1",300,3,199,113,312,184,48,72,4,693,890,315,488,74,529,398,187,9,257,0,586,55,606,11,0,139,216,315,328,43,936,0,48,597,843,234,369,304,1,3,514,166,446,133,51,326,365,125,648,193,6,41,323,535,610,566,888,757
"DNAJB11",292,962,35,16,787,850,359,407,2,812,758,250,8,80,315,29,78,28,708,586,0,799,537,886,586,877,325,543,514,93,57,459,6,202,393,831,145,249,364,0,632,90,370,99,689,95,539,606,446,188,35,784,636,34,874,318,154,409
"EXTL1",990,327,926,757,45,378,160,559,685,787,610,189,972,332,996,888,750,733,553,55,799,0,969,261,306,538,166,86,317,372,805,515,466,786,644,801,70,379,7,190,436,198,913,624,219,378,309,406,484,426,285,3,922,878,221,972,962,501
"ATP6V0D1",415,886,707,176,212,267,667,7,457,89,870,258,456,331,468,295,876,296,650,606,537,969,0,951,934,219,734,184,345,838,690,622,119,96,675,179,596,657,948,965,212,368,922,770,829,480,409,40,524,858,528,913,824,919,705,794,980,9
"HDGF",110,35,219,6,48,934,202,251,150,575,672,30,120,392,362,898,869,83,22,11,886,261,951,0,3,116,115,593,795,549,965,8,8,178,946,49,882,468,699,49,214,560,448,847,606,168,198,298,544,744,27,812,16,561,170,580,745,208
"EXTL2",266,466,486,395,94,396,5,879,30,727,17,123,496,41,119,92,161,384,65,0,586,306,934,3,0,46,107,139,849,551,583,218,45,358,936,10,199,63,514,21,0,457,665,677,328,360,10,90,315,27,70,56,111,84,63,288,40,161
"CTDSP2",552,145,146,175,297,869,42,346,29,681,793,733,613,364,262,160,667,346,379,139,877,538,219,116,46,0,292,232,835,42,499,13,146,545,850,313,820,163,29,2,332,409,626,651,864,288,610,124,854,319,9,818,302,797,642,812,822,878
"DDIT3",120,507,511,155,908,165,955,74,265,764,162,741,19,778,877,249,218,832,899,216,325,166,734,115,107,292,0,33,129,795,291,436,506,877,722,727,34,185,52,874,21,287,537,772,184,605,34,378,210,345,590,0,559,424,24,774,394,31
"SHC1",703,103,11,3,258,297,987,287,0,287,673,412,17,116,135,104,45,0,49,315,543,86,184,593,139,232,33,0,945,4,550,3,76,467,533,542,732,803,27,0,681,242,676,405,562,753,375,76,164,133,3,426,171,159,379,523,118,318
"TSPYL2",286,908,4,4,904,942,523,317,1,944,53,358,70,248,15,159,66,22,771,328,514,317,345,795,849,835,129,945,0,17,524,876,78,632,825,811,833,130,82,1,145,82,611,569,467,697,682,700,686,420,0,898,828,243,487,66,829,658
"TPP1",787,255,729,711,6,8,308,366,261,831,337,54,10,61,484,40,107,824,441,43,93,372,838,549,551,42,795,4,17,0,109,495,553,192,206,0,52,850,384,149,195,428,89,531,91,64,342,212,964,79,548,61,153,263,279,7,73,32
"PDIA5",103,831,5,94,999,86,977,500,18,580,344,418,33,783,703,115,35,208,548,936,57,805,690,965,583,499,291,550,524,109,0,804,225,415,995,787,842,381,101,1,104,142,268,524,252,354,158,489,866,376,30,967,503,927,757,188,94,235
"EXTL3",16,571,383,159,138,95,1,775,48,333,85,962,471,265,393,225,281,41,16,0,459,515,622,8,218,13,436,3,876,495,804,0,67,318,779,10,416,93,563,11,0,524,347,793,1,10,46,509,760,151,12,44,6,757,179,545,329,932
"ARFGAP1",758,226,105,15,110,15,967,280,0,61,3,708,298,162,90,373,555,2,2,48,6,466,119,8,45,146,506,76,78,553,225,67,0,147,27,17,22,31,852,0,5,528,131,265,6,197,190,821,238,930,0,12,104,745,411,932,102,56
