"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"HSPA5",433,767,822,205,50,7,347,834,951,410,617,356,588,812,244,41,0,959,83,36,160,640,836,506,187,245,187,543,191,930,498,777,893,829,337,87,66,644,35,806,589,13,628,830,201,237,259,962,565,372,748,533,115,876,815,883,721,649
"DDX11",852,795,787,515,844,77,749,78,643,323,447,234,316,819,234,620,959,0,816,618,584,892,332,65,367,785,450,27,426,168,480,257,821,337,530,961,654,49,597,259,663,358,440,310,785,541,987,624,412,642,604,760,369,881,982,940,818,316
"TATDN2",653,920,56,302,419,84,47,424,626,235,691,844,819,163,800,596,83,816,0,908,263,607,436,244,236,406,978,273,294,330,227,692,188,531,528,591,826,83,597,857,69,650,23,523,908,341,7,764,843,721,826,501,323,384,553,400,186,126
"SYVN1",208,475,263,433,617,21,589,964,708,784,626,796,747,489,456,387,36,618,908,0,410,882,954,274,707,570,659,401,66,881,635,353,272,255,770,170,243,133,776,153,596,544,33,509,365,717,136,305,391,318,890,617,147,345,326,109,242,893
"DNAJB11",90,631,981,75,186,796,552,392,94,948,864,953,365,510,991,511,160,584,263,410,0,708,64,841,997,919,410,486,428,566,887,189,385,33,309,607,454,290,635,56,962,5,253,914,592,292,870,433,688,429,924,644,425,836,646,483,874,336
"EXTL1",831,743,740,160,930,510,352,177,315,824,719,577,452,133,896,864,640,892,607,882,708,0,755,761,434,124,787,212,744,664,574,393,137,543,921,576,650,603,838,909,471,860,620,797,598,300,390,591,672,832,919,968,654,231,236,176,792,9
"ATP6V0D1",740,43,620,603,809,18,838,440,247,531,556,852,565,951,88,612,836,332,436,954,64,755,0,204,47,980,14,976,363,739,638,119,186,933,32,343,97,945,15,582,889,338,230,238,113,756,752,31,202,580,537,514,564,822,333,550,533,867
"HDGF",637,385,205,702,537,576,210,939,210,908,669,468,791,423,366,442,506,65,244,274,841,761,204,0,191,759,277,539,715,326,823,308,604,477,98,398,646,547,578,959,727,419,998,336,632,259,82,536,438,976,715,615,298,409,516,391,834,240
"EXTL2",289,433,690,420,70,189,85,167,646,705,402,267,125,166,233,357,187,367,236,707,997,434,47,191,0,243,505,338,390,491,931,693,524,519,691,997,975,937,898,572,708,779,312,653,780,338,124,512,964,975,993,498,233,755,288,965,995,370
"CTDSP2",681,762,146,146,313,207,831,941,387,677,915,736,908,551,68,535,245,785,406,570,919,124,980,759,243,0,398,122,83,757,518,920,907,628,658,520,870,567,427,200,606,514,116,437,489,785,593,536,502,855,242,947,743,277,440,853,755,774
"DDIT3",671,519,28,844,302,630,213,187,750,810,17,567,621,15,76,161,187,450,978,659,410,787,14,277,505,398,0,144,56,720,67,144,556,128,725,250,619,584,402,800,878,444,736,404,829,459,313,13,960,849,880,514,628,603,251,861,835,599
"SHC1",347,591,997,154,72,216,493,963,335,514,431,732,533,746,459,84,543,27,273,401,486,212,976,539,338,122,144,0,81,237,155,210,393,483,703,111,93,297,649,175,268,826,325,704,685,506,789,931,672,137,119,16,755,493,45,333,413,524
"TSPYL2",185,454,495,359,931,706,960,96,730,250,747,290,731,69,621,960,191,426,294,66,428,744,363,715,390,83,56,81,0,130,369,781,812,663,743,212,823,299,971,567,25,109,828,870,764,187,889,612,286,426,691,616,422,635,249,773,544,26
"TPP1",318,602,300,693,406,227,343,832,610,180,329,338,768,452,422,789,930,168,330,881,566,664,739,326,491,757,720,237,130,0,325,932,264,490,485,430,118,968,577,789,765,86,881,906,541,805,79,858,929,863,865,68,779,928,290,529,803,411
"PDIA5",340,797,586,716,504,330,559,202,248,243,390,548,929,424,969,299,498,480,227,635,887,574,638,823,931,518,67,155,369,325,0,96,660,721,295,238,873,345,777,372,564,528,886,146,96,126,297,410,487,980,431,995,723,743,236,914,74,742
"EXTL3",723,265,233,556,484,7,216,753,150,913,698,653,982,334,717,233,777,257,692,353,189,393,119,308,693,920,144,210,781,932,96,0,803,317,708,632,774,333,168,210,358,68,12,155,261,389,325,341,56,257,621,32,762,129,969,372,31,327
