"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"KLHDC3",653,850,512,488,114,405,589,693,780,884,0,427,420,925,74,788,988,284,996,840,802,351,0,565,429,94,139,538,842,526,828,578,731,673,654,689,123,124,126,989,44,2,97,557,86,796,96,4,14,746,527,119,995,906,750,704,648,709
"SEC31A",25,19,338,3,90,948,96,428,339,137,427,0,470,252,0,83,209,37,423,299,988,922,472,79,0,125,595,203,373,13,258,22,31,176,158,52,172,290,5,54,670,196,184,42,377,190,141,3,180,53,336,25,427,5,192,8,287,313
"XBP1",142,12,75,0,34,819,163,697,293,970,420,470,0,695,0,105,351,3,246,265,941,526,17,14,189,10,973,99,775,469,917,31,63,663,349,729,67,452,0,97,147,39,90,117,155,130,545,1,6,116,900,11,145,59,843,282,434,187
"HERPUD1",992,39,30,845,906,684,284,715,26,945,925,252,695,0,0,597,266,101,477,483,3,25,316,872,2,508,611,296,152,128,959,566,127,185,936,332,159,404,132,10,442,572,117,625,138,789,284,985,142,247,4,175,200,45,835,139,592,719
"DCTN1",95,48,136,457,0,0,1,6,43,622,74,0,0,0,0,2,0,915,250,0,67,286,803,0,71,50,89,0,392,0,0,147,539,0,21,0,7,944,19,675,898,626,1,2,1,0,9,82,155,0,66,123,57,7,353,0,0,192
"SRPRB",31,751,14,106,608,148,334,630,96,439,788,83,105,597,2,0,51,632,95,55,91,617,19,213,17,356,15,991,636,246,180,274,6,29,53,25,2,439,33,36,48,22,788,10,986,10,633,359,331,60,303,218,113,317,930,138,123,855
"HSPA5",132,773,56,18,571,51,774,370,57,140,988,209,351,266,0,51,0,33,183,74,176,402,243,585,10,969,451,259,108,484,218,715,23,844,245,505,189,33,24,40,299,377,865,204,461,65,529,4,416,222,107,97,158,219,953,803,47,916
"DDX11",41,146,18,64,34,62,6,9,783,0,284,37,3,101,915,632,33,0,68,28,82,731,278,61,949,85,52,3,0,33,208,187,302,26,562,18,10,88,431,468,2,121,4,14,638,119,3,490,381,6,961,938,0,20,776,83,167,285
"TATDN2",1,321,905,687,29,165,384,672,934,4,996,423,246,477,250,95,183,68,0,642,310,469,782,636,126,269,718,541,0,660,143,27,659,568,580,835,407,731,2,663,7,44,201,1,28,244,830,373,822,592,921,12,233,867,977,357,213,28
"SYVN1",110,124,148,21,945,98,68,976,45,253,840,299,265,483,0,55,74,28,642,0,903,220,122,349,2,629,466,954,70,884,11,54,34,773,205,401,160,398,1,11,204,499,868,28,403,35,230,102,167,94,330,61,180,30,854,207,10,159
"DNAJB11",35,491,990,880,101,22,767,501,400,337,802,988,941,3,67,91,176,82,310,903,0,245,138,540,363,420,752,437,108,55,465,480,864,543,972,359,765,819,119,970,872,20,420,978,365,767,841,281,19,753,34,639,184,370,366,469,498,338
"EXTL1",981,844,236,391,850,190,541,677,136,463,351,922,526,25,286,617,402,731,469,220,245,0,827,1000,22,798,24,644,246,146,171,939,23,936,337,816,708,931,120,70,896,707,185,744,339,164,768,629,93,244,41,824,5,899,30,868,606,779
"ATP6V0D1",860,599,934,67,3,13,100,252,482,582,0,472,17,316,803,19,243,278,782,122,138,827,0,176,98,775,4,440,265,216,32,631,352,468,72,54,126,89,473,807,526,64,462,295,4,6,571,320,676,33,497,63,352,549,143,4,53,901
