"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"YIF1A",599,41,654,186,466,420,1,448,589,0,112,2,507,479,167,319,133,0,76,349,211,984,40,1,158,0,194,22,321,199,203,14,26,847,369,29,14,14,0,522,133,200,376,62,623,544,0,819,748,3,119,76,123,15,21,14,45,408
"ZBTB17",283,305,332,10,510,372,285,865,174,8,85,210,908,627,142,615,696,877,277,792,808,798,904,379,513,306,997,313,528,69,735,583,240,705,772,263,248,641,522,0,43,565,684,81,679,816,77,513,898,449,279,120,14,386,533,577,970,59
"LMNA",23,24,398,26,987,315,38,912,266,1,31,50,540,677,105,746,603,81,12,126,241,11,828,690,29,143,150,185,90,0,861,130,34,260,806,164,729,910,133,43,0,12,317,517,471,218,1,272,813,423,65,136,15,639,342,459,280,64
"WFS1",333,0,179,707,395,390,35,97,840,1,159,8,888,93,577,79,357,30,0,61,14,1,7,34,1,3,175,103,393,0,617,0,43,947,858,0,7,797,200,565,12,0,321,952,572,689,1,359,655,4,43,115,1,5,828,76,25,72
"KDELR3",204,324,165,751,380,33,42,731,629,0,89,288,790,359,183,24,24,85,344,834,99,769,124,817,277,276,416,469,253,329,258,608,286,89,380,66,332,513,376,684,317,321,0,825,305,137,137,459,415,137,317,84,582,84,1,613,24,805
"CXCL8",390,565,13,915,676,718,116,515,99,656,347,121,261,995,213,439,806,162,196,152,142,203,449,895,288,73,75,2,310,879,533,5,526,188,452,359,988,116,62,81,517,952,825,0,969,476,36,665,792,878,606,144,111,906,96,48,370,1
"CALR",729,283,100,862,536,251,0,11,327,220,370,86,373,37,115,308,120,463,535,141,121,721,15,18,64,345,255,904,830,72,918,176,188,609,45,22,174,605,623,679,471,572,305,969,0,170,99,840,737,53,150,447,7,168,343,90,29,839
"HYOU1",10,681,877,958,496,1,112,991,115,989,135,567,819,452,21,376,561,30,957,619,3,392,97,262,296,501,550,969,526,1000,474,749,183,582,95,539,979,361,544,816,218,689,137,476,170,0,404,757,333,80,155,9,878,452,38,35,2,179
"GSK3A",65,338,837,7,329,653,663,707,505,710,3,682,865,214,38,345,246,978,226,9,29,871,5,964,130,347,120,954,382,0,416,995,84,323,757,823,610,779,0,77,1,1,137,36,99,404,0,354,777,289,49,1,17,265,687,855,447,581
"ASNS",650,131,28,824,890,904,608,736,390,256,652,268,888,286,894,539,894,358,593,616,219,138,24,720,165,620,432,918,175,53,454,500,157,831,691,89,457,614,819,513,272,359,459,665,840,757,354,0,745,244,283,849,71,343,250,94,669,42
"PREB",994,958,271,673,366,327,556,987,799,354,627,776,67,234,794,48,4,292,241,839,392,969,994,979,692,976,559,733,609,549,911,291,684,970,377,507,62,676,748,898,813,655,415,792,737,333,777,745,0,143,473,408,108,396,108,114,32,295
"SSR1",213,254,264,37,63,70,246,854,12,736,798,139,225,66,2,339,603,63,252,41,17,580,855,439,464,650,912,871,909,849,108,302,42,51,331,822,754,929,3,449,423,4,137,878,53,80,289,244,143,0,48,6,272,626,192,547,278,7
"CXXC1",491,137,28,3,585,356,17,1000,214,37,1,46,575,759,96,754,647,602,72,4,27,998,387,660,532,514,825,522,33,46,1000,875,37,647,712,91,281,711,119,279,65,43,317,606,150,155,49,283,473,48,0,1,38,195,278,133,418,401
"MYDGF",912,2,12,855,428,19,4,294,998,11,84,7,98,846,166,19,164,0,0,6,0,781,0,0,0,14,773,302,779,0,725,13,20,730,373,4,58,465,76,120,136,115,84,144,447,9,1,849,408,6,1,0,0,11,113,35,0,837
"PPP2R5B",840,229,389,9,222,15,977,543,68,123,70,858,793,611,3,664,797,235,8,482,17,741,38,881,371,492,134,655,10,96,93,87,2,121,510,680,697,201,123,14,15,1,582,111,7,878,17,71,108,272,38,0,0,429,286,779,129,334
"GOSR2",56,90,792,159,372,239,414,991,1,574,838,908,383,902,28,783,929,33,188,63,102,983,183,987,183,556,788,978,709,948,153,92,19,262,352,519,181,769,15,386,639,5,84,906,168,452,265,343,396,626,195,11,429,0,714,580,138,32
"ATF4",373,711,296,739,549,91,202,473,386,22,939,205,415,699,528,52,522,842,771,25,1,830,58,678,655,712,358,842,754,389,598,626,202,710,472,351,692,435,21,533,342,828,1,96,343,38,687,250,108,192,278,113,286,714,0,15,118,259
"GFPT1",292,485,889,977,6,13,253,948,48,106,23,267,775,980,39,186,387,226,971,666,11,881,359,218,371,965,199,60,292,502,26,940,129,145,340,364,355,670,14,577,459,76,613,48,90,35,855,94,114,547,133,35,779,580,15,0,164,321
"PDIA6",35,392,403,830,688,1,116,602,130,689,799,292,894,802,361,6,112,139,334,38,19,725,19,264,217,925,507,234,959,562,279,153,91,165,363,233,92,531,45,970,280,25,24,370,29,2,447,669,32,278,418,0,129,138,118,164,0,426
"ATF3",1,408,784,15,6,655,15,428,327,77,293,87,791,43,7,199,177,457,389,0,364,837,577,380,29,310,88,517,659,27,344,496,790,2,377,53,178,888,408,59,64,72,805,1,839,179,581,42,295,7,401,837,334,32,259,321,426,0
