"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"PREB",964,580,877,257,662,779,38,651,953,104,128,83,876,214,551,518,434,498,335,179,984,430,56,700,314,171,502,326,86,103,634,470,593,506,489,254,651,568,40,976,839,326,573,311,660,163,532,887,0,258,776,160,284,102,106,28,258,557
"SSR1",84,646,345,352,197,160,475,521,330,421,918,957,705,495,797,474,672,459,541,552,19,337,888,213,467,206,911,408,299,987,340,260,122,708,565,879,384,100,503,329,405,363,703,929,581,144,494,370,258,0,204,972,760,337,586,655,608,924
"CXXC1",305,113,749,488,31,814,273,562,538,84,652,422,867,54,174,946,519,0,520,24,462,912,225,76,41,21,753,331,81,259,488,645,251,198,47,209,779,780,149,408,83,293,992,651,405,552,144,415,776,204,0,27,145,322,107,257,714,642
"MYDGF",994,889,792,260,822,971,641,974,686,914,395,724,917,403,198,408,663,830,961,818,185,873,755,614,823,726,370,535,289,967,919,253,121,389,278,480,590,859,223,18,402,955,29,282,611,141,900,830,160,972,27,0,693,987,345,715,862,789
"PPP2R5B",286,691,873,831,136,915,317,729,79,959,961,973,671,229,786,187,340,447,859,947,510,164,954,977,422,332,569,952,81,969,637,880,61,714,843,635,406,140,804,54,540,521,471,329,940,254,239,261,284,760,145,693,0,551,985,460,928,944
"GOSR2",755,22,341,413,55,75,734,446,945,998,606,947,393,178,22,59,70,56,431,143,5,776,693,41,124,603,995,431,562,631,158,528,199,136,246,82,569,369,712,874,290,114,762,586,834,832,979,252,102,337,322,987,551,0,961,623,769,716
"ATF4",434,547,854,606,942,724,862,271,392,365,866,377,452,990,867,846,761,777,337,895,940,411,311,672,960,469,411,465,895,258,996,544,965,895,633,341,878,648,755,123,755,947,478,705,282,935,895,683,106,586,107,345,985,961,0,718,242,315
"GFPT1",112,222,20,298,678,335,588,971,580,118,598,549,619,920,534,492,967,613,981,499,57,707,622,826,218,718,744,419,836,875,274,871,122,116,369,876,746,63,326,842,411,405,341,686,690,215,903,164,28,655,257,715,460,623,718,0,994,856
"PDIA6",406,424,286,782,122,67,783,243,618,936,212,973,829,438,29,265,61,500,810,424,16,523,816,75,494,513,994,901,899,894,338,255,268,308,272,553,770,480,896,384,106,30,80,27,284,44,538,241,258,608,714,862,928,769,242,994,0,175
"ATF3",199,910,743,989,553,721,882,39,209,615,471,548,312,575,655,663,412,836,894,918,558,527,494,442,504,910,245,482,682,872,658,501,767,544,469,517,374,318,800,791,33,155,762,408,535,547,931,323,557,924,642,789,944,716,315,856,175,0
