"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"EXTL1",228,259,293,538,228,116,208,401,927,272,115,41,191,9,57,179,47,306,526,675,806,0,5,15,75,307,55,16,894,10,473,78,157,706,924,168,147,201,896,956,1,649,589,20,133,94,589,449,392,529,59,597,959,143,497,22,44,86
"ATP6V0D1",360,996,550,716,322,950,572,66,565,743,509,159,764,30,22,963,317,884,292,128,59,5,0,923,720,644,773,199,232,23,560,540,717,556,377,170,661,9,116,230,389,109,153,698,764,826,246,870,551,792,795,176,167,973,485,363,841,283
"HDGF",743,149,964,208,883,685,840,645,376,983,591,835,579,125,404,758,583,789,230,550,331,15,923,0,641,817,952,598,692,92,968,412,619,872,739,413,333,32,351,499,152,38,553,550,39,434,403,260,845,628,773,233,178,522,597,621,879,494
"EXTL2",409,163,518,742,898,640,786,869,687,156,408,181,495,102,820,409,225,967,994,308,767,75,720,641,0,749,439,475,245,215,985,887,671,7,511,309,145,87,610,522,819,458,779,251,623,945,729,744,957,278,674,463,605,615,447,619,201,383
"CTDSP2",393,172,390,289,739,719,488,628,781,781,711,808,931,368,508,565,910,931,332,242,604,307,644,817,749,0,762,94,311,393,990,942,840,918,677,974,136,93,845,671,159,92,315,763,437,811,283,959,947,493,789,564,359,928,980,751,608,215
"DDIT3",124,161,636,903,186,582,551,980,426,886,105,343,483,19,731,181,957,394,575,511,274,55,773,952,439,762,0,528,777,65,926,966,890,73,857,552,537,953,312,905,845,828,508,697,882,380,24,288,465,314,597,70,44,941,168,521,174,101
"SHC1",244,822,885,47,427,262,488,418,348,472,414,128,811,337,80,988,203,856,734,31,546,16,199,598,475,94,528,0,145,253,946,235,507,408,606,418,623,460,396,502,294,29,186,785,660,621,446,331,951,471,980,375,352,891,320,452,364,118
"TSPYL2",13,908,18,29,995,900,857,342,121,502,559,590,596,790,167,85,95,936,740,317,219,894,232,692,245,311,777,145,0,808,840,817,408,711,901,843,924,628,94,364,999,203,721,920,44,39,121,677,270,942,422,141,8,329,863,438,251,946
"TPP1",49,843,553,448,409,114,276,234,762,610,197,563,612,827,44,290,580,995,650,98,942,10,23,92,215,393,65,253,808,0,874,134,397,614,999,920,794,392,935,453,46,49,306,402,192,50,944,752,844,945,350,842,513,921,990,87,166,867
"PDIA5",450,738,300,113,772,834,675,314,190,612,17,821,452,958,140,194,413,914,467,322,155,473,560,968,985,990,926,946,840,874,0,188,868,440,662,718,178,145,265,518,249,963,992,688,686,603,203,755,930,90,743,211,932,88,601,836,41,713
"EXTL3",733,13,544,583,332,234,154,902,596,150,88,710,640,78,15,486,115,398,452,365,100,78,540,412,887,942,966,235,817,134,188,0,857,354,705,837,412,97,206,933,47,18,118,695,877,249,70,438,782,662,197,244,20,759,187,441,310,315
"ARFGAP1",964,352,908,916,719,976,378,557,663,837,176,273,470,163,566,516,789,234,335,567,66,157,717,619,671,840,890,507,408,397,868,857,0,485,193,767,777,751,766,493,657,511,687,135,113,941,864,630,544,945,904,279,300,932,424,757,268,824
"DNAJB9",547,51,345,923,888,823,538,119,427,691,351,291,872,459,758,47,176,410,634,418,578,706,556,872,7,918,73,408,711,614,440,354,485,0,747,389,675,111,44,891,210,599,626,734,943,854,658,673,112,598,418,334,731,206,590,692,205,206
"SULT1A3",50,930,733,82,735,950,909,331,742,664,188,849,486,307,272,891,487,414,704,437,463,924,377,739,511,677,857,606,901,999,662,705,193,747,0,944,378,764,211,21,996,124,962,870,103,137,327,224,146,775,660,331,158,634,551,496,659,504
"DNAJC3",201,741,673,219,81,184,803,442,828,445,518,908,532,602,234,249,785,597,473,129,969,168,170,413,309,974,552,418,843,920,718,837,767,389,944,0,524,330,957,405,249,29,913,303,577,540,990,776,776,645,953,675,870,849,790,835,351,197
"SERP1",973,495,760,129,745,919,987,52,759,199,378,713,961,775,493,212,310,950,422,657,364,147,661,333,145,136,537,623,924,794,178,412,777,675,378,524,0,887,582,562,994,926,612,937,805,996,532,413,65,270,926,519,562,238,345,234,271,612
"IGFBP1",45,619,616,796,100,398,123,122,921,101,136,639,273,61,226,841,312,752,152,884,294,201,9,32,87,93,953,460,628,392,145,97,751,111,764,330,887,0,991,283,334,69,700,306,264,814,879,78,308,226,332,758,608,303,904,357,717,239
"YIF1A",434,642,628,836,426,261,849,809,871,828,79,122,560,641,941,566,491,337,976,800,228,896,116,351,610,845,312,396,94,935,265,206,766,44,211,957,582,991,0,390,199,251,64,76,324,372,339,74,355,883,992,661,84,971,53,641,55,56
"ZBTB17",250,295,361,106,357,735,935,220,819,533,917,541,266,181,391,813,513,870,193,894,686,956,230,499,522,671,905,502,364,453,518,933,493,891,21,405,562,283,390,0,273,165,86,221,977,153,266,89,385,586,698,937,815,791,946,656,704,28
"LMNA",648,758,140,27,577,652,504,1000,364,962,485,545,508,0,832,567,686,486,451,64,432,1,389,152,819,159,845,294,999,46,249,47,657,210,996,249,994,334,199,273,0,37,279,685,937,695,327,184,805,387,773,223,470,265,898,218,711,783
"WFS1",9,732,17,826,1,369,9,592,844,92,731,197,0,20,138,554,30,508,139,681,393,649,109,38,458,92,828,29,203,49,963,18,511,599,124,29,926,69,251,165,37,0,165,273,146,193,503,500,42,40,186,976,910,86,9,65,202,6
"KDELR3",199,697,561,626,195,934,343,189,866,832,795,930,429,618,293,176,873,324,966,313,571,589,153,553,779,315,508,186,721,306,992,118,687,626,962,913,612,700,64,86,279,165,0,441,899,293,259,288,446,506,219,891,654,652,63,869,766,947
"CXCL8",873,76,693,500,568,740,418,369,85,453,584,88,24,2,935,277,418,246,995,902,0,20,698,550,251,763,697,785,920,402,688,695,135,734,870,303,937,306,76,221,685,273,441,0,842,216,82,46,541,974,584,191,193,443,146,187,398,648
"CALR",969,261,567,961,602,240,810,223,659,580,263,378,843,390,499,357,481,550,542,822,844,133,764,39,623,437,882,660,44,192,686,877,113,943,103,577,805,264,324,977,937,146,899,842,0,924,509,900,783,753,662,232,541,704,279,736,419,925
"HYOU1",513,385,729,192,771,639,509,379,503,434,604,191,718,173,906,715,423,717,551,668,142,94,826,434,945,811,380,621,39,50,603,249,941,854,137,540,996,814,372,153,695,193,293,216,924,0,284,407,243,477,668,596,172,555,243,954,134,116
"GSK3A",912,266,145,368,383,172,278,575,549,906,132,973,892,897,679,250,601,472,857,485,655,589,246,403,729,283,24,446,121,944,203,70,864,658,327,990,532,879,339,266,327,503,259,82,509,284,0,871,883,976,481,973,688,771,164,192,315,233
"ASNS",478,224,176,442,446,171,186,306,232,498,805,740,675,949,117,246,908,92,947,817,389,449,870,260,744,959,288,331,677,752,755,438,630,673,224,776,413,78,74,89,184,500,288,46,900,407,871,0,13,303,872,959,497,995,978,840,865,104
"PREB",460,848,633,777,773,142,832,291,772,839,722,33,773,703,693,374,891,724,577,520,934,392,551,845,957,947,465,951,270,844,930,782,544,112,146,776,65,308,355,385,805,42,446,541,783,243,883,13,0,969,619,686,736,571,771,834,797,498
"SSR1",253,564,744,772,178,782,113,528,725,97,107,810,664,897,950,273,633,400,366,273,902,529,792,628,278,493,314,471,942,945,90,662,945,598,775,645,270,226,883,586,387,40,506,974,753,477,976,303,969,0,308,408,798,788,598,939,519,53
"CXXC1",236,182,525,616,663,913,340,253,536,908,763,428,485,342,961,885,871,156,839,873,731,59,795,773,674,789,597,980,422,350,743,197,904,418,660,953,926,332,992,698,773,186,219,584,662,668,481,872,619,308,0,824,843,990,782,202,939,842
"MYDGF",343,419,219,807,318,287,932,949,881,744,116,343,845,945,679,965,280,442,457,678,936,597,176,233,463,564,70,375,141,842,211,244,279,334,331,675,519,758,661,937,223,976,891,191,232,596,973,959,686,408,824,0,897,914,2,878,186,201
"PPP2R5B",37,486,259,939,87,495,174,946,895,500,580,867,359,350,947,336,235,342,349,868,702,959,167,178,605,359,44,352,8,513,932,20,300,731,158,870,562,608,84,815,470,910,654,193,541,172,688,497,736,798,843,897,0,343,63,227,709,76
"GOSR2",440,408,770,543,410,565,407,599,636,332,885,979,840,364,415,467,636,262,922,235,149,143,973,522,615,928,941,891,329,921,88,759,932,206,634,849,238,303,971,791,265,86,652,443,704,555,771,995,571,788,990,914,343,0,768,652,671,129
"ATF4",855,278,955,9,424,962,584,420,435,863,223,542,618,310,701,110,413,232,968,654,180,497,485,597,447,980,168,320,863,990,601,187,424,590,551,790,345,904,53,946,898,9,63,146,279,243,164,978,771,598,782,2,63,768,0,805,314,297
"GFPT1",834,592,876,288,992,99,161,989,865,779,999,509,264,140,833,919,902,863,699,304,679,22,363,621,619,751,521,452,438,87,836,441,757,692,496,835,234,357,641,656,218,65,869,187,736,954,192,840,834,939,202,878,227,652,805,0,862,572
"PDIA6",296,619,605,302,709,386,894,788,907,600,745,456,557,138,840,439,959,424,573,418,320,44,841,879,201,608,174,364,251,166,41,310,268,205,659,351,271,717,55,704,711,202,766,398,419,134,315,865,797,519,939,186,709,671,314,862,0,185
"ATF3",759,46,228,49,134,882,823,179,655,5,696,173,160,961,842,248,73,224,5,525,111,86,283,494,383,215,101,118,946,867,713,315,824,206,504,197,612,239,56,28,783,6,947,648,925,116,233,104,498,53,842,201,76,129,297,572,185,0
