"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"SULT1A3",657,589,7,0,964,547,486,748,103,581,574,597,282,819,983,2,79,824,215,259,5,919,446,100,327,49,809,716,956,862,354,369,858,31,0,44,2,952,965,706,597,5,237,71,436,673,882,576,845,357,18,526,727,228,635,170,400,496
"DNAJC3",1,2,79,75,1,728,727,267,209,195,75,6,50,758,329,101,829,701,90,300,406,818,935,339,486,6,100,34,425,53,160,13,992,44,44,0,534,115,181,4,129,465,184,42,864,922,443,290,474,1,13,618,293,228,705,0,107,356
"SERP1",44,455,90,78,482,535,173,341,52,21,233,506,883,166,824,564,994,191,613,853,133,736,687,686,209,758,194,853,375,832,267,313,837,391,2,534,0,966,282,598,12,190,951,1,293,264,577,285,915,651,20,536,672,799,219,759,544,273
"IGFBP1",724,350,914,348,748,801,539,5,226,668,520,551,281,974,405,733,735,395,238,618,596,638,808,155,711,923,186,776,846,419,641,412,558,796,952,115,966,0,349,179,112,31,693,990,832,416,246,126,958,871,458,795,454,904,277,861,857,338
"YIF1A",78,931,301,683,45,168,256,670,212,764,255,121,247,102,19,404,290,107,917,6,4,317,23,188,17,747,269,733,54,386,121,224,193,329,965,181,282,349,0,421,87,382,690,656,192,684,324,39,19,701,28,33,531,683,557,8,130,388
"ZBTB17",356,556,201,321,150,318,330,979,341,859,661,39,24,559,168,356,213,342,136,711,403,213,186,499,28,452,232,564,825,318,644,787,935,352,706,4,598,179,421,0,42,334,999,694,662,757,216,436,689,248,522,585,834,529,650,4,558,800
"LMNA",660,0,946,689,119,7,324,4,850,734,351,224,774,743,75,30,28,849,10,705,3,211,18,79,196,326,966,868,587,204,3,316,10,102,597,129,12,112,87,42,0,315,0,825,1,4,307,982,57,113,840,31,163,144,496,260,25,806
"WFS1",925,823,297,666,771,937,143,304,156,94,372,609,98,827,630,204,116,847,312,672,95,341,480,6,333,686,315,164,170,753,977,374,196,731,5,465,190,31,382,334,315,0,390,261,420,891,573,948,123,129,849,43,754,838,728,961,636,916
"KDELR3",38,113,4,912,822,24,454,223,37,9,31,758,909,400,102,24,384,374,508,785,81,82,0,90,696,0,430,34,506,20,23,317,5,651,237,184,951,693,690,999,0,390,0,470,46,563,855,368,163,128,0,213,347,19,245,160,40,789
"CXCL8",813,147,99,9,670,239,295,826,867,898,536,216,14,639,354,6,324,156,20,53,468,110,752,0,476,200,519,97,451,900,16,4,530,46,71,42,1,990,656,694,825,261,470,0,287,129,46,174,283,66,855,206,418,88,12,0,90,283
"CALR",172,237,922,182,900,264,140,528,285,299,977,635,380,119,423,223,79,820,228,794,49,933,5,78,321,953,323,83,54,46,482,812,670,871,436,864,293,832,192,662,1,420,46,287,0,227,596,20,578,548,7,248,315,410,954,41,97,394
"HYOU1",401,14,645,561,316,33,756,134,947,691,808,876,734,765,851,163,295,727,103,208,97,476,56,158,900,177,785,72,372,10,468,262,173,832,673,922,264,416,684,757,4,891,563,129,227,0,408,60,959,172,81,33,37,12,722,194,275,251
"GSK3A",156,636,890,57,367,609,929,824,491,67,416,580,950,120,519,829,439,498,223,66,513,239,444,859,386,778,645,570,849,459,820,644,958,943,882,443,577,246,324,216,307,573,855,46,596,408,0,658,909,838,751,914,44,825,715,997,720,946
"ASNS",380,828,527,566,263,203,801,884,790,763,202,476,257,946,206,416,109,648,808,931,340,263,344,455,317,953,930,173,179,680,259,655,489,6,576,290,285,126,39,436,982,948,368,174,20,60,658,0,915,106,695,87,260,294,303,333,421,885
"PREB",66,696,352,834,281,518,149,551,578,245,783,415,675,461,584,958,372,593,821,222,144,253,52,730,31,295,850,262,289,980,434,189,235,383,845,474,915,958,19,689,57,123,163,283,578,959,909,915,0,965,271,10,886,454,362,4,417,12
"SSR1",70,28,342,17,270,957,171,777,205,397,218,217,221,842,843,9,501,712,82,181,972,943,325,48,561,24,177,22,180,26,75,16,719,780,357,1,651,871,701,248,113,129,128,66,548,172,838,106,965,0,40,176,644,309,885,3,76,470
"CXXC1",364,416,13,324,916,233,347,87,155,71,59,324,0,501,545,4,100,959,197,219,4,1,335,3,969,148,484,751,270,50,1,553,193,2,18,13,20,458,28,522,840,849,0,855,7,81,751,695,271,40,0,53,92,6,82,111,311,896
"MYDGF",78,851,444,762,495,12,64,179,789,622,682,133,654,948,131,896,26,432,602,366,25,594,8,370,68,610,814,620,484,87,564,694,215,973,526,618,536,795,33,585,31,43,213,206,248,33,914,87,10,176,53,0,513,824,271,15,287,996
"PPP2R5B",42,110,45,985,477,209,572,15,752,619,464,972,69,593,792,374,329,218,342,71,228,223,309,327,390,171,568,339,239,237,15,606,109,794,727,293,672,454,531,834,163,754,347,418,315,37,44,260,886,644,92,513,0,322,144,886,126,129
"GOSR2",0,15,10,975,69,534,831,18,263,143,100,612,14,97,909,468,374,100,16,31,820,978,377,475,320,640,240,200,127,58,160,840,625,952,228,228,799,904,683,529,144,838,19,88,410,12,825,294,454,309,6,824,322,0,616,471,124,580
"ATF4",42,51,730,710,368,385,981,170,645,107,618,426,340,489,571,939,466,113,536,509,1000,148,761,897,958,486,459,622,314,57,74,607,774,475,635,705,219,277,557,650,496,728,245,12,954,722,715,303,362,885,82,271,144,616,0,497,152,796
"GFPT1",466,6,18,262,21,316,630,895,965,746,281,244,156,745,0,513,261,826,723,570,154,96,272,964,433,4,25,314,330,229,283,0,436,567,170,0,759,861,8,4,260,961,160,0,41,194,997,333,4,3,111,15,886,471,497,0,165,230
"PDIA6",332,100,85,243,432,767,549,115,180,67,905,329,24,489,340,410,543,613,109,26,208,598,151,163,364,317,814,347,86,62,678,840,238,499,400,107,544,857,130,558,25,636,40,90,97,275,720,421,417,76,311,287,126,124,152,165,0,159
"ATF3",547,662,778,367,857,251,231,922,219,186,76,910,169,740,87,986,370,249,339,529,19,477,372,969,534,742,90,928,976,197,917,181,679,311,496,356,273,338,388,800,806,916,789,283,394,251,946,885,12,470,896,996,129,580,796,230,159,0
