"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"GSK3A",589,786,213,451,711,585,917,755,289,153,279,544,451,96,187,717,115,238,370,132,662,781,16,1000,555,622,2,691,732,461,867,883,125,62,936,464,433,998,289,83,247,560,0,397,861,905,0,709,371,590,744,115,762,969,204,894,533,126
"ASNS",998,440,62,996,358,976,769,295,24,989,489,89,438,380,471,65,336,115,35,752,264,687,626,327,203,998,639,652,74,886,820,705,96,99,880,958,94,640,88,11,780,696,896,937,423,467,709,0,538,998,2,864,743,436,38,383,784,583
"PREB",340,831,872,287,365,748,250,459,546,827,179,425,625,676,197,131,409,140,559,943,629,138,0,7,85,105,597,266,288,435,766,646,908,401,431,759,925,835,52,130,9,136,66,140,91,666,371,538,0,146,10,581,626,208,22,85,262,528
"SSR1",97,365,35,847,379,680,675,65,635,448,55,628,750,592,79,724,227,669,788,793,231,520,835,981,925,358,482,905,92,630,259,444,621,766,951,162,59,579,239,31,171,34,851,257,242,647,590,998,146,0,240,87,501,852,137,189,628,643
"CXXC1",10,230,280,634,441,196,733,986,980,875,361,602,106,519,148,307,780,693,383,72,388,932,247,182,650,649,0,53,482,882,365,144,111,531,502,551,687,273,389,908,201,971,545,82,432,802,744,2,10,240,0,917,784,482,959,949,682,664
"MYDGF",577,285,542,96,10,123,115,171,923,628,650,35,585,408,201,438,896,101,479,12,796,226,1,16,695,15,792,2,138,79,230,686,560,553,668,111,226,370,269,75,633,814,77,311,753,441,115,864,581,87,917,0,117,32,6,103,400,347
"PPP2R5B",955,935,424,267,896,570,858,146,707,109,669,459,203,744,881,197,974,962,948,883,553,357,218,236,877,971,98,114,831,545,64,743,777,192,276,797,713,701,240,708,430,873,839,992,995,922,762,743,626,501,784,117,0,907,302,236,648,670
"GOSR2",222,96,155,381,621,521,252,533,367,117,465,793,616,817,884,662,637,474,355,847,916,14,280,937,162,507,342,15,800,69,326,4,512,128,426,462,140,804,278,904,988,871,437,672,562,165,969,436,208,852,482,32,907,0,299,993,944,776
"ATF4",358,759,516,339,527,917,381,649,914,931,756,224,104,954,448,127,993,830,192,977,68,732,465,164,803,820,173,293,83,651,684,499,682,304,784,686,284,518,737,610,353,247,5,713,436,451,204,38,22,137,959,6,302,299,0,161,130,239
"GFPT1",39,501,68,546,131,391,760,10,258,209,786,928,443,922,530,699,679,218,317,978,180,735,965,832,384,753,518,883,296,899,266,988,250,724,189,112,69,709,108,75,466,30,173,42,389,938,894,383,85,189,949,103,236,993,161,0,686,659
"PDIA6",41,252,372,966,966,887,800,794,370,482,449,299,648,130,787,331,808,150,440,759,537,332,52,464,314,713,251,108,31,165,603,466,466,795,594,319,214,217,632,136,519,508,15,101,970,993,533,784,262,628,682,400,648,944,130,686,0,647
"ATF3",964,538,497,987,830,332,499,519,510,176,956,966,906,727,908,967,641,839,510,805,479,929,402,803,861,744,164,825,728,450,197,689,989,174,976,759,922,718,192,970,108,413,971,765,451,626,126,583,528,643,664,347,670,776,239,659,647,0
